TEXT_2_WARPOD_SQUADRON,#2 Warpod-Staffel
TEXT_STATBLOCK_Z95_BOMBER_WEAP1,1x Jäger-Flechette-Schleudermaschine: 4 / 2,0s / 1,0km
TEXT_STATBLOCK_Z95_BOMBER_WEAP2,1x Protonenrakete (AC): 1 / 37,5s / 3,0km
TEXT_STATBLOCK_Z95_BOMBER_WEAP3,1x Erschütterungsbombe (AC): 1 / 25,0s / 0,8km
TEXT_STATBLOCK_Z95_MOVE,Geschwindigkeit: 4,17 | Manövrierbarkeit: 4,3
TEXT_STATBLOCK_Z95_SQUADRON,Staffel: 12x - Z-95-Kopfjäger
TEXT_STATBLOCK_Z95_SQUADRON_DOUBLE,Staffel: 24x - Z-95-Kopfjäger
TEXT_STATBLOCK_Z95_SQUADRON_HALF,Staffel: 6x - Z-95-Kopfjäger
TEXT_STATBLOCK_Z95_SQUADRON_TRIPLE,Staffel: 36x - Z-95-Kopfjäger
TEXT_STATBLOCK_Z95_WEAP1,1x Jäger-Laserkanone: 4 / 2,0s / 1,0km
TEXT_STATBLOCK_Z95_WEAP2,1x Jäger-Erschütterungsrakete: 1 / 50,0s / 1,8km
TEXT_STORY_TRANSMISSION_KDY_REP,Eingehende Übertragung von Kuat Drive Yards
TEXT_STORY_TRANSMISSION_LORONAR_REP,TRANSLATE:Incoming Transmission from Loronar Corporation
TEXT_STORY_TRANSMISSION_WALEX,TRANSLATE:Incoming Transmission from Walex Blissex
TEXT_SURVIVAL_DEFENCE_STATION_GOLAN_ONE,Verteidigungsstation | Golan Eins
TEXT_SURVIVAL_DEFENCE_STATION_GOLAN_THREE,TRANSLATE:Defensive Station | Golan-III
TEXT_SURVIVAL_DEFENCE_STATION_GOLAN_TWO,Verteidigungsstation | Golan Zwei
TEXT_SURVIVAL_DEFENCE_STATION_XQ5,Verteidigungsstation | XQ-5
TEXT_TIE_FIGHTER_2_SQUADRON,TIE Fighter Staffel
TEXT_TIE_FIGHTER_2_SQUADRON_HALF,TIE Fighter Staffel 1/2
TEXT_TIE_FIGHTER_2_SQUADRON_THIRD,TIE Fighter Staffel 1/3
TEXT_TIE_FIGHTER_2_SQUADRON2,TIE Fighter Staffel x2
TEXT_TIE_STARFIGHTER_SQUADRON,TIE Sternenjäger Staffel
TEXT_TIE_STARFIGHTER_SQUADRON_HALF,TIE Sternenjäger Staffel 1/2
TEXT_TIE_STARFIGHTER_SQUADRON2,TIE Sternenjäger Staffel x2
TEXT_TOOLTIP_2_WARPOD,Die #2 Warpod Pinasse von Ulig Abaha Limited war in ihrer Zeit ein kompetenter Kurzstreckenjäger, vergleicht sich jedoch weniger vorteilhaft mit modernen Angriffsschiffen. Sie ist jedoch günstig im Betrieb und verfügt über einen relativ großen Frachtraum und einen Personentransportbereich, Eigenschaften, die sie im CSA-Raum beliebt gemacht haben.
TEXT_TOOLTIP_A5RX,Der A5-RX Kampfpanzer, auch bekannt als A5-Recon Juggernaut, war eine kleinere, spezialisierte Version des A5 Juggernaut, die auf Geschwindigkeit und Manövrierfähigkeit an der Front ausgelegt war. Der A5-RX wurde zuerst von der Galaktischen Republik während der Klonkriege und später vom Galaktischen Imperium im Galaktischen Bürgerkrieg eingesetzt und war in der ganzen Galaxis im Einsatz. Trotz seiner geringeren Größe war der A5-RX gut bewaffnet.
TEXT_TOOLTIP_A5RX_COMPANY,A5-RX Kampfpanzer-Kompanie
TEXT_TOOLTIP_A5RX_HEALTH,Gesundheit: 400 (Schweres Fahrzeug)
TEXT_TOOLTIP_A5RX_MOVE,Geschwindigkeit: 2,0 | Drehung: 2,0
TEXT_TOOLTIP_A5RX_WEAP1,2x AI-Blasterkanonen: 2 / 0,5s / 200m
TEXT_TOOLTIP_A5RX_WEAP2,1x AI-Strahlkanone: 20 / 5,0s / 240m
TEXT_TOOLTIP_A5RX_WEAP3,1x Leichter Erschütterungsraketenwerfer: 6 / 5,0s / 400m
TEXT_TOOLTIP_AAT,Ein mittlerer Repulsortank, der von Baktoid für die Handelsföderation in der Zeit vor den Klonkriegen als ihr primäres gepanzertes Fahrzeug entwickelt wurde, Schwesternmodell zu anderen Entwürfen von Artillerie bis SAM-Startgeräten. Obwohl es kein Droidentank an sich ist, wird es oft von Droiden besetzt, wenn es von Handelsföderations- oder Separatistenstreitkräften verwendet wird, und ist sehr vielseitig mit einem schweren Turm, Raketenwerfern und einem Array von Anti-Personen-Lasern.
TEXT_TOOLTIP_AAT_HEALTH,Gesundheit: 200 (Mittleres Fahrzeug)
TEXT_TOOLTIP_AAT_MOVE,Geschwindigkeit: 1,5 | Drehung: 2,0
TEXT_TOOLTIP_AAT_WEAP1,1x Schwerer AP-Blasterkanone: 1 / 2,0s / 400m
TEXT_TOOLTIP_AAT_WEAP2,2x AI-Blasterkanonen: 2 / 1,0s / 240m
TEXT_TOOLTIP_AAT_WEAP3,1x Leichte AI-Blasterkanone: 2 / 0,5s / 200m
TEXT_TOOLTIP_AAT_WEAP4,1x Leichte Protonenrakete: 2 / 15,0s / 320m
TEXT_TOOLTIP_AAT_WEAP5,1x Erschütterungsrakete: 2 / 15,0s / 320m
TEXT_TOOLTIP_ACADEMY_GARRISON,TRANSLATE:Local Military Squad: 1 / 0
TEXT_TOOLTIP_ACCLAMATOR_I,Ein großes, transgalaktisches Angriffsschiff, das vor den Klonkriegen heimlich entwickelt wurde. Obwohl es am besten dafür bekannt ist, Armeegruppen zu transportieren, wird es typischerweise als Träger bei Marineaufgaben eingesetzt. Trägt genug Turbolaser, um andere große Schiffe zu bedrohen, ist aber für seine Größe nicht besonders stabil.
TEXT_TOOLTIP_ACCLAMATOR_I_HULL,Rumpf: 2200 (Fregatte)
TEXT_TOOLTIP_ACCLAMATOR_I_MOVE,Geschwindigkeit: 3,5 | Beschleunigung: 0,04 | Wendezeit: 0,45
TEXT_TOOLTIP_ACCLAMATOR_I_SHIELD,Schilde: 1800 / [18/R] (Fregatte)
TEXT_TOOLTIP_ACCLAMATOR_I_SQUADRON,Jäger: 2 / 4 | Bomber: 2 / 4
TEXT_TOOLTIP_ACCLAMATOR_I_WEAP1,2x leichte Vierlings-Turbolaser: 2 / 1.67s / 5.2km
TEXT_TOOLTIP_ACCLAMATOR_I_WEAP2,2x leichte Laserkanonen: 2 / 0.42s / 3.7km
TEXT_TOOLTIP_ACCLAMATOR_I_WEAP3,2x Protonentorpedos: 2 / 15,0s / 5,2km
TEXT_TOOLTIP_ACCLAMATOR_II,Eine Unterklasse des Acclamator, die gegen Ende der Klonkriege entwickelt wurde, um zusätzliche Feuerkraft zu planetaren Angriffseinheiten hinzuzufügen. Diese Variante entfernt 75-80% des Laderaums eines Acclamator-I und nutzt den Raum für zusätzliche Generatoren und Unterstützungssysteme, was es zu einem tödlichen Kreuzer macht.
TEXT_TOOLTIP_ACCLAMATOR_II_HULL,Rumpf: 2310 (Fregatte)
TEXT_TOOLTIP_ACCLAMATOR_II_MOVE,Geschwindigkeit: 4,25 | Beschleunigung: 0,05 | Wendezeit: 0,45
TEXT_TOOLTIP_ACCLAMATOR_II_SHIELD,Schilde: 1800 / [18/R] (Fregatte)
TEXT_TOOLTIP_ACCLAMATOR_II_SQUADRON,Jäger: 1 / 2
TEXT_TOOLTIP_ACCLAMATOR_II_WEAP1,4x leichte Vierlings-Turbolaser: 2 / 1.67s / 5.2km
TEXT_TOOLTIP_ACCLAMATOR_II_WEAP2,1x Protonentorpedo: 2 / 11.25s / 5.2km
TEXT_TOOLTIP_ACCLAMATOR_LEVELER,Ein Acclamator-Gegenstück mit einer verdeckten offiziellen Geschichte. Signifikante Rumpfabweichungen ermöglichen es ihm, eine respektable Sprengkopfbatterie zu tragen, während er immer noch eine große Sternenjägerkomplement hat, wenn auch weniger als ein reines Transport- / Trägermodell. stabiler als andere Acclamator-Modelle.
TEXT_TOOLTIP_ACCLAMATOR_LEVELER_HULL,Rumpf: 2800 (Fregatte)
TEXT_TOOLTIP_ACCLAMATOR_LEVELER_MOVE,Geschwindigkeit: 3,5 | Beschle
TEXT_TOOLTIP_ACCLAMATOR_LEVELER_SHIELD,Schilde: 2000 / [20/R] (Fregatte)
TEXT_TOOLTIP_ACCLAMATOR_LEVELER_SQUADRON,Jäger: 2 / 3 | Bomber: 1 / 2
TEXT_TOOLTIP_ACCLAMATOR_LEVELER_WEAP1,2x Leichte Quad-Turbolaser: 2 / 1.67s / 5.2km
TEXT_TOOLTIP_ACCLAMATOR_LEVELER_WEAP2,2x Mittlere Laserkanonen: 2 / 0.42s / 4.2km
TEXT_TOOLTIP_ACCLAMATOR_LEVELER_WEAP3,2x Sturm-Concussion-Raketen: 4 / 20,0s / 7,2km
TEXT_TOOLTIP_ACCLAMATOR_LEVELER_WEAP4,2x Protonentorpedos: 2 / 15,0s / 5,2km
TEXT_TOOLTIP_ACTION_VI_SUPPORT,Ein allgegenwärtiger CEC-Bulkfrachter, gut geschützt und recht gut geeignet für den improvisierten Kampfeinsatz. Der Frachtraum kann problemlos Reparatur- und Unterstützungsausrüstung aufnehmen, um als Flottenversorger eingesetzt zu werden.
TEXT_TOOLTIP_ACTION_VI_SUPPORT_HULL,Rumpf: 600 (Korvette)
TEXT_TOOLTIP_ACTION_VI_SUPPORT_MOVE,Geschwindigkeit: 3,0 | Beschleunigung: 0,06 | Wendigkeit: 0,6
TEXT_TOOLTIP_ACTION_VI_SUPPORT_SHIELD,Schilde: 500 / [10/R] (Korvette)
TEXT_TOOLTIP_ACTION_VI_SUPPORT_WEAP1,3x Leichte Turbolaser: 1 / 5,0s / 4,8km
TEXT_TOOLTIP_AGGRESSOR_ASSAULT_FIGHTER,Ein großes, leistungsstarkes Angriffsschiff, das die Grenze zwischen Jäger und Systempatrouillenschiff verwischt. Für seine Größe und Leistung ist es so wendig, dass es selbst mit Trägheitsdämpfern am besten für Droiden oder gut ausgebildete Piloten geeignet ist. Er ist zwar für den Angriff auf jedes Ziel geeignet, wird aber am besten gegen feindliche Jäger und Bomber eingesetzt.
TEXT_TOOLTIP_ARC170,Vorfahr der späteren X-Flügel-Serie, ein Mehrzweck-Angriffs-Schnubbel, der dazu gedacht ist, Angriffsschwärme zu überleben. Das Design stammt aus der Zeit kurz vor den Klonkriegen und wurde von verschiedenen Gruppen eingesetzt. Sie werden eingesetzt, um dedizierte Bomber zu unterstützen, während sie immer noch in der Lage sind, anderen Jägern zu helfen oder die Feuerkraft von Flottenverbänden zu erhöhen.
TEXT_TOOLTIP_ARQUITENS,Eine KDY-Alternative zur Carrack-Klasse, die während der Klonkriege entworfen wurde, um sowohl als Eskorte für Sternenzerstörer als auch als Mittelpunkt für Korvetten-Gruppen zu dienen. Das Design wurde nach den Klonkriegen weiterhin von der imperialen Flotte eingesetzt und kämpfte in den frühen Tagen des Imperiums gegen die Rebellenallianz und andere Aufständische. Es ist für die Größe gut bewaffnet und ein hervorragendes Unterstützungsschiff, wenn es in Gruppen eingesetzt wird.
TEXT_TOOLTIP_ARQUITENS_HULL,Rumpf: 1100 (Fregatte)
TEXT_TOOLTIP_ARQUITENS_MOVE,Geschwindigkeit: 4,5 | Beschleunigung: 0,05 | Wendigkeit: 0,45
TEXT_TOOLTIP_ARQUITENS_SHIELD,Schilde: 1000 / [15/R] (Fregatte)
TEXT_TOOLTIP_ARQUITENS_WEAP1,2x Mittlere Doppel-Turbolaser: 2 / 5,0s
TEXT_TOOLTIP_ARQUITENS_WEAP2,2x mittlere Vierfach-Laserkanonen: 2 / 2.5s / 4.1km
TEXT_TOOLTIP_ARQUITENS_WEAP3,2x Erschütterungsraketen: 2 / 5.0s / 4.1km
TEXT_TOOLTIP_ARROW23,Ein Abenteuerlandspeeder mit dicker, militärisch gepanzerter Platte und schweren Triebwerken. Wird oft für verschiedene Gruppen in passable Kampf- und Unterstützungsfahrzeuge umgewandelt. Kann zuverlässig andere Fahrzeuge bekämpfen und freundliche Infanterie gut unterstützen.
TEXT_TOOLTIP_ARROW23_COMPANY,Kompanie: 5x - Arrow-23 Landspeeder
TEXT_TOOLTIP_ARROW23_HEALTH,Gesundheit: 125 (Leichtes Fahrzeug)
TEXT_TOOLTIP_ARROW23_MOVE,Geschwindigkeit: 4.0 | Drehen: 3.0
TEXT_TOOLTIP_ARROW23_WEAP1,1x AP-Blasterkanone: 1 / 1.0s / 320m
TEXT_TOOLTIP_ARROW23_WEAP2,1x leichte Erschütterungsrakete: 1 / 15.0s / 320m
TEXT_TOOLTIP_ASSIGN_NR_ADMIRAL,Setzen Sie diesen Kommandanten in den aktiven Dienst
TEXT_TOOLTIP_ASSIGN_RANDOM_ADMIRAL,Überlassen Sie die Wahl eines Kommandanten Ihren Beratern
TEXT_TOOLTIP_ASSIGN_RANDOM_ADMIRAL2,Wählt eine zufällige Wahl aus den verfügbaren Optionen aus
TEXT_TOOLTIP_ASSIGN_RANDOM_COUNCIL,TRANSLATE:Defer the choice of a Council member to your advisors
TEXT_TOOLTIP_ASSIGN_REPUBLIC_COUNCIL,Setzen Sie diesen Jedi-Meister in den Rat
TEXT_TOOLTIP_ATAP,Ein selbstfahrendes schweres Geschütz, das gegen Ende der Klonkriege entwickelt wurde. Es verfügt über eine Langstreckenkanone und fortschrittliche Zielsysteme, um eine Lücke in loyalistischen Panzerformationen zu füllen. Es wurde durch eine signifikante Modifikation des vorderen Rumpfabschnitts eines AT-TE geschaffen. Obwohl es ursprünglich als Artilleriegeschütz konzipiert war, wurde der dreibeinige Läufer dennoch häufig als Einheit im vordersten Kampfeinsatz eingesetzt.
TEXT_TOOLTIP_ATAP_COMPANY,Kompanie: 1x - AT-AP Läufer
TEXT_TOOLTIP_ATAP_HEALTH,Gesundheit: 300 (Schweres Fahrzeug)
TEXT_TOOLTIP_ATAP_MOVE,Geschwindigkeit: 0.75 | Drehung: 2.0
TEXT_TOOLTIP_ATAP_WEAP1,1x Schweres Massentreiber-Geschütz: 1 / 3.0s / 640m
TEXT_TOOLTIP_ATAP_WEAP2,1x Schwerer AP-Blasterkanone: 1 / 2,0s / 480m
TEXT_TOOLTIP_ATAP_WEAP3,1x Schwerer AI-Blasterkanone: 4 / 1,0s / 320m
TEXT_TOOLTIP_ATL_INTERCEPTOR,Der direkte Vorläufer des Verteidiger-Sternjägers der Neuen Republik wurde von der Incom Corporation vor dem Beginn des Galaktischen Bürgerkriegs als Kurzstreckenjäger für planetare Verteidigung und Atmosphärenoperationen entwickelt.
TEXT_TOOLTIP_ATPT,Ein extrem kleiner Läufer, der einem einzelnen Soldaten die Präsenz eines Trupps bietet. Er eignet sich gut zur Unterstützung anderer Fahrzeuge als Eskorte oder zur Unterstützung der Infanterie als schwere Einheit. Er wird am besten gegen Ziele eingesetzt, die nicht mit speziellen Panzerabwehrwaffen ausgerüstet sind.
TEXT_TOOLTIP_ATPT_COMPANY,Kompanie: 6x - AT-PT Läufer
TEXT_TOOLTIP_ATPT_HEALTH,Gesundheit: 90 [5%/5s] (Leichtes Fahrzeug)
TEXT_TOOLTIP_ATPT_HERO_HEALTH,Gesundheit: 180 [5%/5s] (Leichtes Fahrzeug)
TEXT_TOOLTIP_ATPT_HERO_PD,Punktverteidigung: 1 / 2.5s / 200m
TEXT_TOOLTIP_ATPT_MOVE,Geschwindigkeit: 1.5 | Drehung: 6.0
TEXT_TOOLTIP_ATPT_PD,Punktverteidigung: 1 / 5.0s / 200m
TEXT_TOOLTIP_ATPT_WEAP1,1x AI-Blasterkanone (AOE): 4 / 1.0s / 320m
TEXT_TOOLTIP_ATPT_WEAP2,1x Erschütterungsgranate: 1 / 4.7s / 160m
TEXT_TOOLTIP_ATRT,Ein extrem leichter Kavallerie-Läufer, der den Schutz zugunsten hoher Mobilität opfert und ein Vorläufer der bekannteren AT-ST ist. Obwohl hauptsächlich für Aufklärungsmissionen vorgesehen, dient der AT-RT auch in verschiedenen Kampfrollen. Er eignet sich am besten zur Bekämpfung kleinerer Droideneinheiten und Infanterie oder zur Durchführung von Angriffen auf ungeschützte Strukturen.
TEXT_TOOLTIP_ATRT_COMPANY,Kompanie: 8x - AT-RT Läufer
TEXT_TOOLTIP_ATRT_HEALTH,Gesundheit: 70 [5%/5s] (Leichtes Fahrzeug)
TEXT_TOOLTIP_ATRT_HERO_HEALTH,Gesundheit: 80 [5%/5s] (Leichtes Fahrzeug)
TEXT_TOOLTIP_ATRT_HERO_MOVE,Geschwindigkeit: 2.25 | Drehung: 6.0
TEXT_TOOLTIP_ATRT_HERO_WEAP1,1x AI-Blaster-Kanone: 4 / 1,0s / 320m
TEXT_TOOLTIP_ATRT_MOVE,Geschwindigkeit: 2.0 | Drehung: 6.0
TEXT_TOOLTIP_ATRT_WEAP1,1x AI-Blaster-Kanone (AOE): 3 / 1,0s / 320m
TEXT_TOOLTIP_ATRT_WEAP2,1x Protonengranate: 1 / 15,0s / 160m
TEXT_TOOLTIP_ATTE,Ein mittelgroßer Läufer mit guter Waffenabdeckung. Obwohl er nicht die stabilkeit anderer schwerer Läufer aufweist, ist er wesentlich vielseitiger und günstiger herzustellen. Er ist in der Lage, feindliche Fahrzeuge und Infanterie mit gleicher Fähigkeit zu bekämpfen, kann aber größeren Rüstungseinheiten nicht standhalten.
TEXT_TOOLTIP_ATTE_COMPANY,Kompanie: 1x - AT-TE Läufer
TEXT_TOOLTIP_ATTE_HEALTH,Gesundheit: 600 (Schweres Fahrzeug)
TEXT_TOOLTIP_ATTE_MOVE,Geschwindigkeit: 0.75 | Drehung: 2.5
TEXT_TOOLTIP_ATTE_WEAP1,1x mittelschwere Massetreiber-Kanone: 1 / 3.0s / 480m
TEXT_TOOLTIP_ATTE_WEAP2,6x AI-Blasterkanonen: 5 / 2,5s / 320m
TEXT_TOOLTIP_B2_BATTLEDROID, Ein Droid, der als standardmäßige schwere Infanterie der CIS dient. Der B2 ist langlebiger, unabhängiger und schwerer bewaffnet als andere Kampfdroiden und kann selbst den organischsten Fleischbeuteln Angst einjagen, jedoch zu einem deutlich höheren Preis als der B1, den er ergänzt.
TEXT_TOOLTIP_B2_BATTLEDROID_COMPANY, Kompanie: 32x - B2 Superkampfdroide
TEXT_TOOLTIP_B2_BATTLEDROID_COMPANY_WEAP1, 24x Handgelenkblaster: 2 / 1,25s / 240m
TEXT_TOOLTIP_B2_BATTLEDROID_COMPANY_WEAP2, 24x Handgelenkrakete: 1 / 10,0s / 240m
TEXT_TOOLTIP_B2_BATTLEDROID_COMPANY_WEAP3,4x Schwere AP-Raketenwerfer: 1 / 9.0s / 320m
TEXT_TOOLTIP_B2_BATTLEDROID_COMPANY_WEAP4,4x Schwere Repeating Blaster: 1 / 1.0s / 280m
TEXT_TOOLTIP_B2_BATTLEDROID_COMPANY_WEAP5,4x Thermische Granate: 1 / 15.0s / 200m
TEXT_TOOLTIP_B2_BATTLEDROID_HEALTH,Gesundheit: 35 (Droide)
TEXT_TOOLTIP_B2_BATTLEDROID_MOVE,Geschwindigkeit: 0,8
TEXT_TOOLTIP_B2_BATTLEDROID_SQUAD,Einheit: 8x - B2-Superkampfdroide
TEXT_TOOLTIP_B2_BATTLEDROID_SQUAD_WEAP1,6x Handgelenksblaster: 2 / 1,25s / 240m
TEXT_TOOLTIP_B2_BATTLEDROID_SQUAD_WEAP2,6x Handgelenksrakete: 1 / 10,0 s / 240 m
TEXT_TOOLTIP_B2_BATTLEDROID_SQUAD_WEAP3,4x Schwerer AP-Raketenwerfer: 1 / 9.0s / 320m
TEXT_TOOLTIP_B2_BATTLEDROID_SQUAD_WEAP4,4x Schweres Wiederholungsblastergewehr: 1 / 1.0s / 280m
TEXT_TOOLTIP_B2_BATTLEDROID_SQUAD_WEAP5,4x Thermische Granate: 1 / 15.0s / 200m
TEXT_TOOLTIP_B2_BATTLEDROID_WEAP1,6x Handgelenk-Blaster: 2 / 1.25s / 240m
TEXT_TOOLTIP_B2_BATTLEDROID_WEAP2,6x Handgelenk-Rakete: 1 / 10.0s / 240m
TEXT_TOOLTIP_B2_BATTLEDROID_WEAP3,1x Schwerer AP-Raketenwerfer: 1 / 9,0 s / 320 m
TEXT_TOOLTIP_B2_BATTLEDROID_WEAP4,1x Schwerer Schnellfeuerblaster: 5 / 1,0 s / 280 m
TEXT_TOOLTIP_B2_BATTLEDROID_WEAP5,1x Thermische Granate: 1 / 15,0 s / 200 m
TEXT_TOOLTIP_BARABBULA_FRIGATE,Ehrwürdige Fregatte der Hutten, die Jahrhunderte vor den Klonkriegen eingeführt wurde. Repräsentiert ein ziemlich typisches modernes Hutten-Militärdesign, mit einem robusten Rumpf und einer Reihe von Turbolasern und Anti-Schiffs-Raketen. Am besten geeignet, um Schiffe ähnlicher oder größerer Größe in Serie zu bekämpfen oder in kleineren Gefechten das Feuer auf sich zu ziehen.
TEXT_TOOLTIP_BARABBULA_FRIGATE_HULL,Rumpf: 1750 (Fregatte)
TEXT_TOOLTIP_BARABBULA_FRIGATE_MOVE,Geschwindigkeit: 2,5 | Beschleunigung: 0,035 | Wendigkeit: 0,4
TEXT_TOOLTIP_BARABBULA_FRIGATE_SHIELD,Schilde: 1200 / [18/R] (Fregatte)
TEXT_TOOLTIP_BARABBULA_FRIGATE_WEAP1,2x Schwere Turbolaser: 2 / 1.67s / 7.1km
TEXT_TOOLTIP_BARABBULA_FRIGATE_WEAP2,1x Angriffskonkussionsrakete: 4 / 9,0 s / 7,1 km
TEXT_TOOLTIP_BARC_SPEEDER,Eine schwere Speeder-Bike-Modell, das während des Clone Wars eingeführt wurde. Obwohl es kampffähiger als das frühere Modell 74-Z ist, ist es spürbar langsamer und geriet nach dem Krieg aus der Mode.
TEXT_TOOLTIP_BARC_SPEEDER_COMPANY,Kompanie: 8x - BARC-Speeder
TEXT_TOOLTIP_BARC_SPEEDER_HEALTH,Gesundheit: 35 (Speeder)
TEXT_TOOLTIP_BARC_SPEEDER_MOVE,Geschwindigkeit: 4,0 | Drehung: 6,0
TEXT_TOOLTIP_BARC_SPEEDER_WEAP1,2x Leichte AI-Blaster-Kanonen: 2 / 0,5s / 200m
TEXT_TOOLTIP_BARLOZ,Ein beliebter Frachter, der aufgrund seines großen Frachtraums zum Transport von Gütern und zum Schmuggeln verwendet wird.
TEXT_TOOLTIP_BARLOZ_HULL,Rumpf: 300 (Korvette)
TEXT_TOOLTIP_BARLOZ_MOVE,Geschwindigkeit: 3,75 | Beschleunigung: 0,065 | Drehung: 1,2
TEXT_TOOLTIP_BARLOZ_SHIELD, Schilde: 100 / [3/R] (Korvette)
TEXT_TOOLTIP_BARLOZ_WEAP1,1x Leichtes Laserkanone: 2 / 2,0s / 1,0km
TEXT_TOOLTIP_BATTLEDROID,Leichter Infanterieersatzdroide, der aufgrund seiner geringen Kosten und mäßigen Kampffähigkeiten bei grauenhaften Verlustzahlen dennoch aufgrund seiner modularen Teile begehrt ist. Ursprünglich von der Handelsföderation eingesetzt, dienten diese Droiden als Truppen des CIS und seiner Unterstützer, bevor ihre Reste nach dem Krieg an die CSA verkauft wurden.
TEXT_TOOLTIP_BATTLEDROID_COMPANY,Kompanie: 112x - B1-Kampfdroide
TEXT_TOOLTIP_BATTLEDROID_COMPANY_MEDIUM,Trupp: 9x - B1-Kampfdroide
TEXT_TOOLTIP_BATTLEDROID_COMPANY_WEAP1,112x Blaster-Karabiner: 3 / 1,25 s / 220m
TEXT_TOOLTIP_BATTLEDROID_HEALTH,Leben: 12 (Droide)
TEXT_TOOLTIP_BATTLEDROID_MOVE,Geschwindigkeit: 0,8
TEXT_TOOLTIP_BATTLEDROID_MTT_SQUAD_WEAP1,10x Blaster-Karabiner: 3 / 1,25 s / 220m
TEXT_TOOLTIP_BATTLEDROID_MTT_SQUAD_WEAP2,4x Leichter Repetierblaster: 5 / 1,0 s / 240m
TEXT_TOOLTIP_BATTLEDROID_MTT_SQUAD_WEAP3,2x Leichter AP-Raketenwerfer: 1 / 9,0 s / 280m
TEXT_TOOLTIP_BATTLEDROID_MTT_SQUAD_WEAP4,4x Erschütterungsgrenate: 1 / 15,0 s / 200m
TEXT_TOOLTIP_BATTLEDROID_REPAIR_WEAP1,4x Blaster-Karabiner: 3 / 1,25 s / 220m
TEXT_TOOLTIP_BATTLEDROID_SQUAD,Trupp: 16x - B1-Kampfdroide
TEXT_TOOLTIP_BATTLEDROID_SQUAD_MEDIUM_WEAP1,9x Blaster-Karabiner: 3 / 1,25s / 220m
TEXT_TOOLTIP_BATTLEDROID_SQUAD_WEAP1,16x Blaster-Karabiner: 3 / 1,25s / 220m
TEXT_TOOLTIP_BATTLEDROID_WEAP1,1x E-5 Blaster-Karabiner: 3 / 1,25s / 220m
TEXT_TOOLTIP_BATTLEDROID_WEAP2,1x E-5C-Schweres-Blaster-Gewehr: 5 / 1,0s / 240m
TEXT_TOOLTIP_BATTLEDROID_WEAP3,1x Erschütterungsgranate: 1 / 15,0s / 200m
TEXT_TOOLTIP_BATTLEDROID_WEAP4,1x RPS-6-Raketenwerfer: 1 / 9,0s / 280m
TEXT_TOOLTIP_BATTLEDROID_WEAP5,1x E-60R-Raketenwerfer: 1 / 9,0s / 320m
TEXT_TOOLTIP_BATTLEDROID_WEAP6,1x Thermische Granate: 1 / 15,0s / 200m
TEXT_TOOLTIP_BOSSK,Ein Trandoshanischer Kopfgeldjäger mit einer langen und erfolgreichen Karriere, der oft mit und gegen Boba Fett arbeitete.
TEXT_TOOLTIP_BOSSK_CW_HEALTH,Gesundheit: 190 [3%/5s] (Held)
TEXT_TOOLTIP_BOSSK_CW_MOVE,Geschwindigkeit: 1,1
TEXT_TOOLTIP_BOSSK_FLAMETHROWER,Flammenwerfer
TEXT_TOOLTIP_BOSSK_HEALTH,Gesundheit: 205 [3%/5s] (Held)
TEXT_TOOLTIP_BOSSK_MOVE,Geschwindigkeit: 1,0
TEXT_TOOLTIP_BOSSK_SWAP,Waffenwechsel: Flammenwerfer
TEXT_TOOLTIP_BOSSK_WEAP1,1x Relby-v10-Mörtelgewehr: 1 / 0,5s / 320m
TEXT_TOOLTIP_BOSSK_WEAP2,1x Thermische Granate: 3 / 15,0s / 200m
TEXT_TOOLTIP_BOSSK_WEAP3,1x Oppressor-Flammenwerfer: 10 / 3,0s / 220m
TEXT_TOOLTIP_BTLS1_Y_WING,TRANSLATE:TODO
TEXT_TOOLTIP_BUILDLIMIT_MANDATOR,Bau-Limit: 1 | Lebensdauer: 1
TEXT_TOOLTIP_BULWARK_I,Der erste und kleinste in der Linie, der Bulwark wurde im Klonkrieg als CIS-Kriegsschiff mit Wurzeln in der Techno Union und verbundenen Unternehmen eingeführt. Das Design ist mit schweren Waffen ausgekleidet und dient als sehr fähiges mittelgroßes Kriegsschiff.
TEXT_TOOLTIP_BULWARK_I_HULL,Rumpf: 3540 (Schwere Fregatte)
TEXT_TOOLTIP_BULWARK_I_MOVE,Geschwindigkeit: 3.0 | Beschleunigung: 0,04 | Drehung: 0,4
TEXT_TOOLTIP_BULWARK_I_SHIELD,Schilde: 4000 / [40/R] (Schwere Fregatte)
TEXT_TOOLTIP_BULWARK_I_SQUADRON,Jäger: 2 / 2
TEXT_TOOLTIP_BULWARK_I_WEAP1,6x Schwere Turbolaser: 2 / 1,43s / 7,2km
TEXT_TOOLTIP_BULWARK_I_WEAP2,4x Schwere Ionenkanonen: 2 / 1,43s / 7,2km
TEXT_TOOLTIP_BULWARK_II,Eine von mehreren von der GUS verwendeten, maßstabsgetreuen Konstruktionen und die einzige, die in Serie produziert wurde. Die Bulwark-II ist ein imposantes schweres Kriegsschiff und eines der stärksten seiner Zeit. Das Design wird im Galaktischen Bürgerkrieg weiter verfeinert und führte zur Mark III.
TEXT_TOOLTIP_BULWARK_II_HULL,Rumpf: 7875 (Großkampfschiff)
TEXT_TOOLTIP_BULWARK_II_MOVE,Geschwindigkeit: 2.0 | Beschleunigung: 0,03 | Drehung: 0,3
