BOARDING_KATANA,Boarding hat begonnen...
TEXT_CAMPAIGN_SINGLE_BORDERLANDS,4-25 VSY: Randregionen
TEXT_CAMPAIGN_SINGLE_CARNOR,11 VSY: Crimson Imperium
TEXT_CAMPAIGN_SINGLE_CSA,4-25 VSY: Unternehmenskäufe
TEXT_CAMPAIGN_SINGLE_DAALA,11-12 VSY: Wiedervereinigung
TEXT_CAMPAIGN_SINGLE_DEEPCORECONFLICT,9-12 VSY: Konflikt im Deep Core
TEXT_CAMPAIGN_SINGLE_DESCRIPTION_ALIGN,Beschreibung: Die Unruhen nach Endor haben die Galaxis zersplittert, und die aufstrebende Neue Republik und das angeschlagene Imperium streiten sich um Territorien. Inmitten dieses Kampfes trifft sich Großmoff Ardus Kaine mit mehreren Konzernverbündeten und gründet das Pentastar-Bündnis der Mächte und ist bereit, den vakanten Titel des Galaktischen Imperators an sich zu reißen.\n-----\nPlaneten: 29\n-----\nSpielbare Fraktionen: \n\n- Imperium (Mittel)\n\n- Neue Republik (Mittel)\n\n- Pentastar-Allianz (Leicht)\n-----\nEpoche: 1\n-----\nUngefähre CPU-Belastung: Leicht
TEXT_CAMPAIGN_SINGLE_DESCRIPTION_BFC,Unbenutzt
TEXT_CAMPAIGN_SINGLE_DESCRIPTION_BORDERLANDS,Beschreibung: Die Loyalitäten und Reichtümer der Trans-Hydianer sind nach wie vor gespalten. Wählen Sie aus verschiedenen Fraktionen, die sich vom Mid Rim bis zum Corporate Sector erstrecken und um die Kontrolle der Borderlands wetteifern.\n-----\nPlanets: 74\n-----\nSpielbare Fraktionen: \n\n- Konzernsektor (Epoche 1-7: Schwer)\n\n- Imperium (Epoche 1-7: Mittel)\n\n- Groß-Maldrood (Epoche 1-6: Schwer)\n\n- Hapes-Konsortium (Epoche 1-7: Schwer)\n\n- Neue Republik (Epoche 1-7: Mittel)n\n- Kriegsherr Zsinj (Epoche 1-2: Mittel)\n-----\nEpoche: 1-7 (konfigurierbar)\n-----\nUngefähre CPU-Last: Mittel - Hoch
TEXT_CAMPAIGN_SINGLE_DESCRIPTION_CARNOR,Beschreibung: Palpatines endgültiger Tod ist gekommen und gegangen, und der königliche Wächter Carnor Jax hat den Thron dessen, was vom Imperium übrig geblieben ist, mit Hilfe eines neuen Regierungsrates übernommen. Die Galaxis ist in Aufruhr, während die Neue Republik darum kämpft, sowohl gegen die verbliebenen Warlords als auch gegen das Crimson Imperium wieder auf die Beine zu kommen.\n-----\nPlanets: 57\n-----\nSpielbare Fraktionen: \n\n- Imperium (Mittel)\n\n- Eriadu-Autorität (Schwer)\n\n- Groß-Maldrood (Schwer)\n\n- Neue Republik (Mittel)\n\n- Pentastar-Ausrichtung (Leicht)\n-----\nEpoche: 5\n-----\nUngefähre CPU-Last: Mittel
TEXT_CAMPAIGN_SINGLE_DESCRIPTION_CSA,Beschreibung: Lange Zeit zufrieden damit, als imperialer Vasall zu existieren, hat der anhaltende Bürgerkrieg zwischen dem Imperium und der Neuen Republik dazu geführt, dass die Corporate Sector Authority ihre Unabhängigkeit erklärt hat. Jetzt ist eine neue Fraktion gekommen, um Ordnung zu schaffen und vom Chaos zu profitieren.\n-----\nPlaneten: 23\n-----\nSpielbare Fraktionen: \n\n- Corporate Sector (Epoche 1-7: Mittel)\n\n- Imperium (Epoche 1,3,4: Mittel)\n\n- Greater Maldrood (Epoche 3: Mittel)\n\n- New Republic (Epoche 1-7: Mittel)\n\n- Warlord Zsinj (Epoche 1,2,3: Mittel)\n-----\nEpoche: 1-7 (konfigurierbar)\n-----\nUngefähre CPU-Last: Leicht
TEXT_CAMPAIGN_SINGLE_DESCRIPTION_DAALA,Beschreibung: Admiral Daala durchbricht ihre lange Isolation im Schlund und macht sich mit ihrer Flotte auf den Weg in den Rest der Galaxis. In der Hoffnung, das Imperium wieder zu vereinen, könnte Daalas Feldzug die Neue Republik tödlich überraschen, wenn sie nicht rechtzeitig gestoppt wird.\n-----\nPlaneten: 30\n-----\nSpielbare Fraktionen: \n\n- Imperium (Schwer)\n\n- Eriadu-Autorität (Schwer)\n\n- Groß-Maldrood (Schwer)\n\n- Neue Republik (Mittel)\n\n- Pentastar-Ausrichtung (Leicht)\n-----\nEpoche: 6\n-----\nUngefähre CPU-Last: Leicht
TEXT_CAMPAIGN_SINGLE_DESCRIPTION_DEEPCORECONFLICT,Beschreibung: Die Kriegsherren von Deep Core liefern sich einen erbitterten Kampf untereinander. Wähle zwischen dem Obersten Kriegsherrn Harrsk, dem Obersten General Delvardus, Admiral Kosh Teradoc (Ära 1-3) oder dem Hohen Admiral Treuten Teradoc (Ära 4+) und finde heraus, ob du das zersplitterte Zentrum der Galaxie endlich vereinen kannst.\n-----\nPlaneten: 16\n-----\nSpielbare Fraktionen: \n\n- Eriadu Authority (Hard))\n\n- Greater Maldrood (Hard)\n\n- Zero Command (als Imperium, Medium)\n-----\nEra: 3, 4 oder 6 (konfigurierbar)\n-----\nUngefähre CPU-Belastung: Leicht
TEXT_CAMPAIGN_SINGLE_DESCRIPTION_EMPIRES,TRANSLATE:Unused
TEXT_CAMPAIGN_SINGLE_DESCRIPTION_FIP,Beschreibung: Nach dem Erfolg der Orinda-Kampagne Jahre zuvor hat der Moff-Rat Pellaeon zu einem letzten Schlag gegen die Neue Republik gezwungen. Pellaeon ist nicht begeistert, aber gehorsam, und hofft, die Neue Republik schnell zum Frieden zu zwingen, und hat Natasi Daalas Streitkräfte im Deep Core um Hilfe gebeten.\n-----\nPlaneten: 30\n-----\nSpielbare Fraktionen: \n\n- Imperium (Schwer)\n\n- Neue Republik (Mittel)\n-----\nEpoche: 7\n-----\nUngefähre CPU-Last: Leicht
TEXT_CAMPAIGN_SINGLE_DESCRIPTION_FTGU,Beschreibung: Hardcore-Modus - Baue deine Fraktion von einem einzigen Planeten aus auf. Beinhaltet zufällige Startstreitkräfte für unabhängige Planeten.\n-----\nPlaneten: ~75 (Variiert)\n-----\nSpielbare Fraktionen: \n\n- Corporate Sektor (Ära 1-7: Schwer)\n\n- Imperium (Ära 1-7: Schwer)\n\n- Hand des Imperiums (Ära 1-7: Schwer)\n\n- Eriadu Autorität (Ära 1-7: Schwer)\n\n- Greater Maldrood (Ära 1-7: Schwer)\n\n- Hapes-Konsortium (Ära 1-7: Schwer)\n\n- Neue Republik (Ära 1-7: Schwer)\n\n- Pentastar-Ausrichtung (Ära 1-7: Schwer)\n\n- Kriegsherr Zsinj (Ära 1-7: Schwer)\n-----\nNicht spielbare Fraktionen:\n\n- Zwei bis drei andere Fraktionen\n-----\nÄra: 1-7 (Konfigurierbar)\n-----\nWICHTIGE INFORMATIONEN:\n\n- Start von einem einzigen Planeten aus, AI hat mehr Planeten.\n\n- Galaktische Eroberung (GC) schreitet NICHT durch die Epochen voran\n\n- Begrenzter Zugang zu Helden: NUR anstellbare mechanikbasierte Helden und Belohnungshelden aus Regierungsmechaniken\n-----\nUngefähre CPU-Last: Mittel-Hoch
TEXT_CAMPAIGN_SINGLE_DESCRIPTION_FULL_LARGE,Beschreibung: Fortschritt vom Kampf von Endor zum Pellaeon-Gavrisom-Vertrag.\n\nBeinhaltet die Unbekannten Regionen.\n-----\nPlaneten: 168\n-----\nSpielbare Fraktionen: \n\n- Corporate Sektor (Ära 1-7: Schwer)\n\n- Imperium (Ära 1-7: Mittel)\n\n- Handelsimperium (Ära 1-7: Leicht)\n\n- Eriadu-Behörde (Ära 1-6: Schwer)\n\n- Groß-Maldrood (Ära 1-6: Schwer)\n\n- Hapes-Konsortium (Ära 1-7: Schwer)\n\n- Neue Republik (Ära 1-7: Mittel)\n\n- Pentastar-Ausrichtung (Ära 1-6: Leicht)\n\n- Kriegsherr Zsinj (Ära 1-2: Mittel)\n-----\nNicht-spielbare Fraktionen:\n\n- Chiss-Ascendancy\n\n- Corellia\n\n- Hutts\n\n- Ssi-Ruuvi-Imperium\n\n- Yevetha\n-----\nEpoche: 1-7 (konfigurierbar)\n-----\nPlaneten und Startkräfte spiegeln den Zustand der Galaxie im gewählten Jahr wider.\n-----\nUngefähre CPU-Auslastung: Sehr hoch
TEXT_CAMPAIGN_SINGLE_DESCRIPTION_FULL_MEDIUM,Beschreibung: Fortschritt von der Schlacht von Endor zum Pellaeon-Gavrisom-Vertrag.\n\nBeinhaltet die Unbekannten Regionen.\n-----\nPlaneten: 130\n-----\nSpielbare Fraktionen: \n\n- Corporate Sektor (Ära 1-7: Schwierig)\n\n- Imperium (Ära 1-7: Mittel)\n\n- Hand des Imperiums (Ära 1-7: Leicht)\n\n- Eriadu Authority (Ära 1-6: Schwierig)\n\n- Greater Maldrood (Ära 1-6: Schwierig)\n\n- Hapes-Syndikat (Ära 1-7: Schwierig)\n\n- Neue Republik (Ära 1-7: Mittel)\n\n- Pentastar-Alignment (Ära 1-6: Leicht)\n\n- Kriegsherr Zsinj (Ära 1-2: Mittel)\n-----\nNicht spielbare Fraktionen:\n\n- Chiss-Ascendancy\n\n- Corellia\n\n- Hutts\n\n- Ssi-Ruuvi Imperium\n\n- Yevetha\n-----\nÄra: 1-7 (konfigurierbar)\n-----\nPlaneten und Startstreitkräfte spiegeln den Zustand der Galaxie des gewählten Jahres wider.\n-----\nUngefähre CPU-Last: Hoch - Sehr Hoch
TEXT_CAMPAIGN_SINGLE_DESCRIPTION_FULL_SMALL,Beschreibung: Fortschritt von der Schlacht von Endor zum Pellaeon-Gavrisom-Vertrag.\n\nBeinhaltet die Unbekannten Regionen.\n-----\nPlaneten: 100\n-----\nSpielbare Fraktionen: \n\n- Corporate Sektor (Ära 1-7: Schwer)\n\n- Imperium (Ära 1-7: Mittel)\n\n- Imperium der Hand (Ära 1-7: Einfach)\n\n- Eriadu Authority (Ära 1-6: Schwer)\n\n- Greater Maldrood (Ära 1-6: Schwer)\n\n- Hapes-Konsortium (Ära 1-7: Schwer)\n\n- Neue Republik (Ära 1-7: Mittel)\n\n- Pentastar-Ausrichtung (Ära 1-6: Einfach)\n\n- Kriegsherr Zsinj (Ära 1-2: Mittel)\n-----\nNicht spielbare Fraktionen:\n\n- Chiss-Ascendancy\n\n- Corellia\n\n- Hutts\n\n- Ssi-Ruuvi Imperium\n\n- Yevetha\n-----\nÄra: 1-7 (Konfigurierbar)\n-----\nPlaneten und Startkräfte spiegeln den Zustand der Galaxie im gewählten Jahr wider.\n-----\nUngefähre CPU-Last: Hoch
TEXT_CAMPAIGN_SINGLE_DESCRIPTION_ISARDSREVENGE,Beschreibung: Nach dem Tod von Großadmiral Thrawn will die Neue Republik ihre Autorität unter Beweis stellen und geht in die Offensive. Mit dem Ziel, Delak Krennels Ciutric Hegemonie anzugreifen, hofft die Neue Republik auf einen Feldzug, der die verbleibenden Warlords einschüchtern und ihre Stärke beweisen soll. Doch der skrupellose Prinz-Admiral Krennel wird von der vermeintlich toten Ysanne Isard unterstützt, während eine verborgene Figur versucht, beide Seiten gegeneinander auszuspielen.\n-----\nPlanets: 16\n-----\nSpielbare Fraktionen: \n\n- Ciutric Hegemony (als Imperium, Medium)\n\n- New Republic (Medium\n-----\nEra: 3\n-----\nUngefähre CPU-Belastung: Leicht
TEXT_CAMPAIGN_SINGLE_DESCRIPTION_KNOWN_LARGE,Beschreibung: Fortschritt vom Kampf von Endor zum Pellaeon-Gavrisom-Vertrag.\n-----\nPlaneten: 158\n-----\nSpielbare Fraktionen: \n\n- Corporate Sector (Ära 1-7: Schwer)\n\n- Imperium (Ära 1-7: Mittel)\n\n- Eriadu Authority (Ära 1-6: Schwer)\n\n- Greater Maldrood (Ära 1-6: Schwer)\n\n- Hapes Consortium (Ära 1-7: Schwer)\n\n- Neue Republik (Ära 1-7: Mittel)\n\n- Pentastar Alignment (Ära 1-6: Einfach)\n\n- Kriegsherr Zsinj (Ära 1-2: Mittel)\n-----\nNicht spielbare Fraktionen:\n\n- Corellia\n\n- Hutten\n\n- Ssi-Ruuvi Imperium\n\n- Yevetha\n-----\nÄra: 1-7 (konfigurierbar)\n-----\nPlaneten und Startkräfte spiegeln den Zustand der Galaxie des gewählten Jahres wider\n-----\nApproximativer CPU-Load: Sehr hoch
TEXT_CAMPAIGN_SINGLE_DESCRIPTION_KNOWN_MEDIUM,Beschreibung: Fortschreiten vom Kampf von Endor bis zum Pellaeon-Gavrisom-Vertrag.\n-----\nPlaneten: 120\n-----\nSpielbare Fraktionen: \n\n- Corporate-Sektor (Ära 1-7: Schwer)\n\n- Imperium (Ära 1-7: Mittel)\n\n- Eriadu-Behörde (Ära 1-6: Schwer)\n\n- Greater Maldrood (Ära 1-6: Schwer)\n\n- Hapes-Konsortium (Ära 1-7: Schwer)\n\n- Neue Republik (Ära 1-7: Mittel)\n\n- Pentastar-Ausrichtung (Ära 1-6: Leicht)\n\n- Kriegsherr Zsinj (Ära 1-2: Mittel)\n-----\nNicht spielbare Fraktionen:\n\n- Corellia\n\n- Hutten\n\n- Ssi-Ruuvi-Imperium\n\n- Yevetha\n-----\nÄra: 1-7 (konfigurierbar)\n-----\nPlaneten und Startkräfte spiegeln den Zustand der Galaxie im gewählten Jahr wider.\n-----\nUngefähre CPU-Auslastung: Hoch - Sehr Hoch
TEXT_CAMPAIGN_SINGLE_DESCRIPTION_KNOWN_SMALL,Beschreibung: Fortschritt vom Kampf von Endor bis zum Pellaeon-Gavrisom-Vertrag.\n-----\nPlaneten: 90\n-----\nSpielbare Fraktionen: \n\n- Corporate Sector (Ära 1-7: Schwer)\n\n- Imperium (Ära 1-7: Mittel)\n\n- Eriadu Authority (Ära 1-6: Schwer)\n\n- Greater Maldrood (Ära 1-6: Schwer)\n\n- Hapes Consortium (Ära 1-7: Schwer)\n\n- New Republic (Ära 1-7: Mittel)\n\n- Pentastar Alignment (Ära 1-6: Leicht)\n\n- Warlord Zsinj (Ära 1-2: Mittel)\n-----\nNicht-spielbare Fraktionen:\n\n- Corellia\n\n- Hutts\n\n- Ssi-Ruuvi Imperium\n\n- Yevetha\n-----\nÄra: 1-7 (konfigurierbar)\n-----\nPlaneten und Startstreitkräfte spiegeln den Zustand der Galaxie des gewählten Jahres wider\n-----\nUngefährer CPU-Verbrauch: Hoch
TEXT_CAMPAIGN_SINGLE_DESCRIPTION_ORINDA,Beschreibung: Gilad Pellaeon, der nun das vollständige Kommando über die imperialen Überreste hat, will die ehemalige imperiale Welt Orinda von der Neuen Republik übernehmen. Mit dem Super-Sternenzerstörer Reaper und zwei geheimen Sternen-Dreadnoughts aus dem Deep Core hofft Pellaeon, die Neue Republik zu überwältigen. Wedge Antilles, der hofft, die Totenglocke für das Imperium zu läuten, befiehlt die Gegenoffensive an Bord der Lusankya. Der Höhepunkt des Galaktischen Bürgerkriegs ist endlich da.\n-----\nPlaneten: 28\n-----\nSpielbare Fraktionen: \n\n- Imperium (Mittel)\n\n- Neue Republik (Mittel)\n-----\nEpoche: 7\n-----\nUngefähre CPU-Last: Leicht
TEXT_CAMPAIGN_SINGLE_DESCRIPTION_PALPATINE,Beschreibung: Der Tod von Großadmiral Thrawn hat die verbliebenen Imperialen zusammengeführt, um einen massiven Angriff zu koordinieren und zu starten, der die Neue Republik zerschlagen könnte. Hinter den Kulissen überwacht der mysteriöse Allmächtige Schlachtführer diesen Feldzug und bereitet sich darauf vor, sich selbst zu offenbaren, begleitet von verheerenden neuen Zerstörungswaffen...\n-----\nPlaneten: 81\n-----\nSpielbare Fraktionen: \n\n- Imperium (Mittel)\n\n- Neue Republik (Mittel)\n-----\nEpoche: 4\n-----\nUngefähre CPU-Last: Mittel - Hoch
TEXT_CAMPAIGN_SINGLE_DESCRIPTION_PELLAEON,Beschreibung: Pellaeon erkennt, dass der Krieg verloren ist, und plant, um Frieden zu bitten. Doch die Neue Republik hat ihre eigenen Probleme, denn eine kontroverse Enthüllung droht, einen Bürgerkrieg auszulösen. Ohne dass beide Fraktionen es wissen, plant das verborgene Vermächtnis von Thrawn, sich in den Unbekannten Regionen zu offenbaren...\n-----\nPlaneten: 59\n-----\nSpielbare Fraktionen: \n\n- Imperium (Schwer)\n\n- Imperium der Hand (Mittel)\n\n- Neue Republik (Leicht)\n-----\nEpoche: 7\n-----\nUngefähre CPU-Last: Mittel
TEXT_CAMPAIGN_SINGLE_DESCRIPTION_THRAWN,Beschreibung: Das Imperium steht kurz vor der Niederlage und die Neue Republik ist auf dem Vormarsch, doch das Auftauchen von Großadmiral Thrawn droht, diesen Status quo zu brechen. Thrawn, der mehrere zersplitterte imperiale Gruppen zusammenführt und einige der größten Geheimnisse des Imperiums kennt, will die Neue Republik in die Knie zwingen.\n-----\nPlaneten: 56\n-----\nSpielbare Fraktionen: \n\n- Imperium (Mittel)\n\n- Neue Republik (Mittel)\n-----\nEpoche: 3\n-----\nUngefähre CPU-Last: Mittel
TEXT_CAMPAIGN_SINGLE_DESCRIPTION_WESTERN_REACHES,Beschreibung: Die Neue Republik hat Endor triumphierend verlassen und ist bereit, ihren Anspruch auf die südlichen Grenzen der Galaxis zu erheben. Das Imperium taumelt, will aber seinen verlorenen Stolz zurückgewinnen, während Sander Delvardus die Adelshäuser von Eriadu um sich schart und die Unabhängigkeit erklärt. Das Ssi-Ruuvi Imperium schließt sich dem Konflikt an und startet eine lang erwartete Invasion in die bekannte Galaxis. \n-----\nPlaneten: 64\n-----\nSpielbare Fraktionen:\n\n- Imperium (Epoche 1-7: Mittel)\n\n- Eriadu-Autorität (Epoche 1-6: Mittel)\n\n- Neue Republik (Epoche 1-7: Mittel)\n-----\nNicht spielbare Fraktionen:\n\n- Ssi-Ruuvi Imperium\n-----\nEpoche: 1-7 (konfigurierbar)\n-----\nUngefähre CPU-Last: Mittel - Hoch
TEXT_CAMPAIGN_SINGLE_DESCRIPTION_YSANNE,Beschreibung: Coruscant ist gefallen, aber Direktor Isard ist nach Thyferra geflüchtet, wo sie die Kontrolle über den Planeten und seine Bacta-Produktion übernommen hat. Die Neue Republik versucht, sich in ihrer neuen Großkampfschiff zu organisieren, während Warlord Zsinjs Ambitionen beide Fraktionen zu überwältigen drohen.\n-----\nPlaneten: 26\n-----\nSpielbare Fraktionen: \n\n- Imperium (Mittel)\n\n- Neue Republik (Mittel)\n\n- Warlord Zsinj (Leicht)\n-----\nEpoche: 2\n-----\nUngefähre CPU-Last: Leicht
TEXT_CAMPAIGN_SINGLE_DESCRIPTION_ZSINJ,Unbenutzt
TEXT_CAMPAIGN_SINGLE_EMPIRES,TRANSLATE:4 ABY:          Empires at War
TEXT_CAMPAIGN_SINGLE_EVENT_NIGHTHAMMER_TIMER,Der SuperSternenzerstörer Night Hammer wird sich nach 12 Zyklen Ihren Streitkräften anschließen.
TEXT_CAMPAIGN_SINGLE_EVENT_ROGRISS_TIMER,Teren Rogriss in der Bellator-Klasse "Dominion" wird sich Ihren Streitkräften in Zyklus 10 anschließen.
TEXT_CAMPAIGN_SINGLE_FIP,17 ABY: Endgültiger Imperialer Vorstoß
TEXT_CAMPAIGN_SINGLE_FULL_LARGE,4-25 ABY: 		Vollständige Galaxie - Groß
TEXT_CAMPAIGN_SINGLE_FULL_MEDIUM,4-25 ABY:		 Vollständige Galaxie - Mittel
TEXT_CAMPAIGN_SINGLE_FULL_SMALL,4-25 ABY: 		Vollständige Galaxie - Klein
TEXT_CAMPAIGN_SINGLE_ISARDSREVENGE,9 ABY: 		Isards Rache
TEXT_CAMPAIGN_SINGLE_KAINE_RETURN,[Großmoff Kaine wird in der 10. Woche Ihren Streitkräften wieder beitreten]
TEXT_CAMPAIGN_SINGLE_KNOWN_LARGE,4-25 ABY: 		Bekannte Galaxie - Groß
TEXT_CAMPAIGN_SINGLE_KNOWN_MEDIUM,4-25 ABY: 		Bekannte Galaxie - Mittel
TEXT_CAMPAIGN_SINGLE_KNOWN_SMALL,4-25 ABY:		 Bekannte Galaxie - Klein
TEXT_CAMPAIGN_SINGLE_ORINDA,12 ABY:		 Orinda-Kampagne
TEXT_CAMPAIGN_SINGLE_PALPATINE,10-11 ABY: 		Schattenhand
TEXT_CAMPAIGN_SINGLE_PELLAEON,17-19 ABY: 		Caamas-Krise
TEXT_CAMPAIGN_SINGLE_REUNIFICATION_EMPIRE_CONQUEST_1,TRANSLATE:Knight Hammer (Executor) and Cronus with 13X (CCVSD) will join your forces if Kampe is captured.
TEXT_CAMPAIGN_SINGLE_REUNIFICATION_EMPIRE_CONQUEST_2,TRANSLATE:Admiral Gilad Pellaeon with Firestorm (ISD I) will join your forces if Hakassi is captured.
TEXT_CAMPAIGN_SINGLE_REUNIFICATION_EMPIRE_CONQUEST_3,TRANSLATE:General Noils (AT-AT) will join your forces if Kalist VI is captured.
TEXT_CAMPAIGN_SINGLE_SHADOW_HAND_EMPIRE_FRACTURES,TRANSLATE:Centares, Kalist VI, Entralla, Bastion, Eriadu, Kampe will leave Empire and Carnor Jax will command Imperial forces if Emperor Palpatine dies.
TEXT_CAMPAIGN_SINGLE_SURVIVAL_EMPIRE,TRANSLATE:GAME MODE    Survival Mode - Empire
TEXT_CAMPAIGN_SINGLE_SURVIVAL_NEW_REPUBLIC,SPIELMODUS 	Überlebensmodus - Neue Republik
TEXT_CAMPAIGN_SINGLE_THRAWN,9 ABY: 		Thrawn-Kampagne
TEXT_CAMPAIGN_SINGLE_VICTORY_CONTROL,Deine Fraktion kontrolliert die Galaxie
TEXT_CAMPAIGN_SINGLE_VICTORY_CSA_00,Die Corporate Sector Authority wird den Sieg erringen, wenn:
TEXT_CAMPAIGN_SINGLE_VICTORY_EMPIRE_00,TRANSLATE:The Empire Will Achieve Victory If:
TEXT_CAMPAIGN_SINGLE_VICTORY_EMPIRE_01,TRANSLATE:All enemies are removed from the galaxy
TEXT_CAMPAIGN_SINGLE_VICTORY_EMPIRE_06,TRANSLATE:All enemies are removed from the galaxy
TEXT_CAMPAIGN_SINGLE_VICTORY_ERIADU_00,Die Eriadu-Behörde wird den Sieg erringen, wenn alle feindlichen Fraktionen aus der Galaxie eliminiert werden.
TEXT_CAMPAIGN_SINGLE_VICTORY_HARRSK_00,Zero Command wird den Sieg erringen, wenn:
TEXT_CAMPAIGN_SINGLE_VICTORY_MALDROOD_00,Greater Maldrood wird den Sieg erringen, wenn:
TEXT_CAMPAIGN_SINGLE_VICTORY_PA_00,Die Pentastar-Alignment wird den Sieg erringen, wenn:
TEXT_CAMPAIGN_SINGLE_VICTORY_REBEL_00,Die Neue Republik wird den Sieg erringen, wenn:
TEXT_CAMPAIGN_SINGLE_VICTORY_REBEL_01,Alle Feinde aus der Galaxie entfernt sind
TEXT_CAMPAIGN_SINGLE_VICTORY_UNDERWORLD_00, Das Reich der Hand wird den Sieg erringen, wenn:
TEXT_CAMPAIGN_SINGLE_VICTORY_UNDERWORLD_01,Die Überreste des Imperiums und die Neue Republik wurden aus der Galaxie entfernt.
TEXT_CAMPAIGN_SINGLE_VICTORY_YEVETHA_00,Die Duskhan League wird den Sieg erringen, wenn:
TEXT_CAMPAIGN_SINGLE_VICTORY_ZSINJ_00,Zsinjs Imperium wird den Sieg erringen, wenn:
TEXT_CAMPAIGN_SINGLE_WESTERN_REACHES,4-25 ABY: 		Westliche Randgebiete
TEXT_CAMPAIGN_SINGLE_YSANNE,7 ABY: 		Bacta-Krieg
TEXT_CAMPAIGN_SINGLE_ZSINJ,7-9 ABY: 		Die Jagd nach Zsinj
TEXT_CAMPAIGN_SINGLE_ZSINJ_CSA_EMERGE_EMPIRE_04,TRANSLATE:Etti IV, Ession and Bonadan will leave Zsinj's Empire if Zsinj dies.
TEXT_CAMPAIGN_TC_NKLLON_INSTRUCTIONS,Erobern Sie Nkllon, um Bergungsgeräte für Angriffsoperationen zu erhalten.
TEXT_CAMPAIGN_TC_OBROA_INSTRUCTIONS,Erobern Sie Obroa-skai, um Wayland und das Technologielagerhaus am Mount Tantiss freizuschalten.
TEXT_CLAWCRAFT_SQUADRON,Clawcraft-Geschwader
TEXT_CLAWCRAFT_SQUADRON_HALF,TRANSLATE:Clawcraft Squadron 1/2
TEXT_CLAWCRAFT_SQUADRON2,Clawcraft-Geschwader x2
TEXT_CLUTCH_SQUADRON,Clutch-Geschwader
TEXT_CLUTCH_SQUADRON_HALF,Clutch-Geschwader 1/2
TEXT_CLUTCH_SQUADRON2,Clutch-Geschwader x2
TEXT_COMPANY_ADC,Autoritätsverteidigungskollektiv
TEXT_COMPANY_ADC_DESCRIPTION,Produkte aus einer Sammlung kleiner CSA-Unternehmen: Etti Lighter, GX12 Hovervan und X10 GroundKreuzer.
TEXT_COMPANY_ALIGNMENT_CAPITAL,Pentastar-AusrichtungsGroßkampfschiff
TEXT_COMPANY_ARAKYD,Arakyd Industries
TEXT_COMPANY_ARAKYD_DESCRIPTION,Alle Arakyd-Produkte: XR-85 Panzerdroide, Hunter-Killer-Probot und Sonden-Droide.
TEXT_COMPANY_ARATECH_DESCRIPTION,Alle Aratech-Produkte: 74-Z Speeder Bike Scout, 64-Y Swift 3 Repulsor Sled und Infantry Support Platform.
TEXT_COMPANY_BALMORRAN_ARMS_DESCRIPTION,Balmorran Arms und lizenzierte Produkte: B1-Kampfdroide, SD-6-Hulk-Droide, SD-9-Kampfdroide, SD-10-Kampfdroide, X-1 Viper, AT-ST-Läufer-Varianten.
TEXT_COMPANY_BLACK_15,Black-15
TEXT_COMPANY_BLACK_15_DESCRIPTION,Eine ehemals imperial geführte Orbitalanlage, die von Yevethan-Technikern von überragender Fähigkeit betrieben wird. Bietet Rabatte und Zeitersparnisse auf alle militärischen Hardware-Produkte.
TEXT_COMPANY_BOTHAWUI_DESCRIPTION,Alle Produkte von Bothawui Shipyards: Bothan Assault Kreuzer.
TEXT_COMPANY_BOTHAWUI_SHIPYARDS,Bothawui Shipyards
TEXT_COMPANY_CARIDA_ACADEMY,Akademie von Carida
TEXT_COMPANY_CARIDA_ACADEMY_DESCRIPTION,Die Akademie von Carida ist der angesehenste Zweig der Imperialen Militärakademie, insbesondere ihr belastendes Sturmtruppen-Programm mit umfangreichem Feldtraining auf der Hoch-G-Welt.
TEXT_COMPANY_CEC_DESCRIPTION,Alle Corellian Engineering Corporation Produkte: Gozanti Kreuzer, YZ-775 Medium Frachter, CR90, CR92 Assassin, DP20, Buccaneer Corvette, CC-7700, CC-7700/E, Abfangjäger Fregatte und Action VI Tender.
TEXT_COMPANY_CLONING_FACILITY_DESCRIPTION,Alle Infanterietypen
TEXT_COMPANY_CSA_HQ,Hauptquartier der Corporate Sector Authority
TEXT_COMPANY_CSA_HQ_DESCRIPTION,Dieses Gebäude dient als Verwaltungshauptquartier des Corporate Sektors. Bietet signifikante Bonus-Einkünfte.
TEXT_COMPANY_CSA_LOCALHQ_DESCRIPTION,Richte ein lokales Hauptquartier ein, um das System zu verwalten. Ermöglicht Infrastrukturoptionen und verkürzt die Zeit, bevor das volle Einkommen des Planeten zugänglich ist.
TEXT_COMPANY_CSA_LOCALOFFICE,CSA Lokales Büro
